"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","156","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Mon Sep 21 10:55:53 IST 2026","broken","Mon Sep 21 10:55:53 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","172","This method is used to verify the authenticated user can update a playlist","Surefire suite","Mon Sep 21 10:55:53 IST 2026","broken","Mon Sep 21 10:55:53 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
"","1229","This method is used to verify the authenticated user can create a playlist","Surefire suite","Mon Sep 21 10:55:51 IST 2026","broken","Mon Sep 21 10:55:52 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
"","169","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Mon Sep 21 10:55:53 IST 2026","broken","Mon Sep 21 10:55:53 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","247","This method is used to verify with expired token to create a playlist","Surefire suite","Mon Sep 21 10:55:53 IST 2026","failed","Mon Sep 21 10:55:53 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
