"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","162","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Sat Dec 27 10:04:01 IST 2025","passed","Sat Dec 27 10:04:01 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","1368","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Sat Dec 27 10:04:00 IST 2025","passed","Sat Dec 27 10:04:01 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","146","This method is used to verify with expired token to create a playlist","Surefire suite","Sat Dec 27 10:04:01 IST 2025","passed","Sat Dec 27 10:04:01 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
"","2424","This method is used to verify the authenticated user can create a playlist","Surefire suite","Sat Dec 27 10:03:56 IST 2025","passed","Sat Dec 27 10:03:59 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
"","675","This method is used to verify the authenticated user can update a playlist","Surefire suite","Sat Dec 27 10:03:59 IST 2025","passed","Sat Dec 27 10:04:00 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
