"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","166","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Sun Jan 04 11:05:05 IST 2026","passed","Sun Jan 04 11:05:05 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","279","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Sun Jan 04 11:05:05 IST 2026","passed","Sun Jan 04 11:05:05 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","258","This method is used to verify the authenticated user can update a playlist","Surefire suite","Sun Jan 04 11:05:05 IST 2026","passed","Sun Jan 04 11:05:05 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
"","2570","This method is used to verify the authenticated user can create a playlist","Surefire suite","Sun Jan 04 11:05:02 IST 2026","passed","Sun Jan 04 11:05:05 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
"","147","This method is used to verify with expired token to create a playlist","Surefire suite","Sun Jan 04 11:05:05 IST 2026","passed","Sun Jan 04 11:05:05 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
