"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","155","This method is used to verify with expired token to create a playlist","Surefire suite","Fri Jan 30 12:29:41 IST 2026","passed","Fri Jan 30 12:29:41 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
"","2416","This method is used to verify the authenticated user can create a playlist","Surefire suite","Fri Jan 30 12:29:38 IST 2026","passed","Fri Jan 30 12:29:40 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
"","161","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Fri Jan 30 12:29:41 IST 2026","passed","Fri Jan 30 12:29:41 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","273","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Fri Jan 30 12:29:41 IST 2026","passed","Fri Jan 30 12:29:41 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","316","This method is used to verify the authenticated user can update a playlist","Surefire suite","Fri Jan 30 12:29:40 IST 2026","passed","Fri Jan 30 12:29:41 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
