"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","275","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Tue Jul 29 11:52:34 IST 2025","passed","Tue Jul 29 11:52:34 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","286","This method is used to verify the authenticated user can update a playlist","Surefire suite","Tue Jul 29 11:52:34 IST 2025","passed","Tue Jul 29 11:52:34 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
"","181","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Tue Jul 29 11:52:34 IST 2025","passed","Tue Jul 29 11:52:35 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","169","This method is used to verify with expired token to create a playlist","Surefire suite","Tue Jul 29 11:52:35 IST 2025","passed","Tue Jul 29 11:52:35 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
"","2734","This method is used to verify the authenticated user can create a playlist","Surefire suite","Tue Jul 29 11:52:31 IST 2025","passed","Tue Jul 29 11:52:34 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
