"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2638","This method is used to verify the authenticated user can create a playlist","Surefire suite","Sun Aug 03 11:05:44 IST 2025","passed","Sun Aug 03 11:05:46 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
"","161","This method is used to verify with expired token to create a playlist","Surefire suite","Sun Aug 03 11:05:47 IST 2025","passed","Sun Aug 03 11:05:47 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
"","289","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Sun Aug 03 11:05:47 IST 2025","passed","Sun Aug 03 11:05:47 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","170","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Sun Aug 03 11:05:47 IST 2025","passed","Sun Aug 03 11:05:47 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","313","This method is used to verify the authenticated user can update a playlist","Surefire suite","Sun Aug 03 11:05:46 IST 2025","passed","Sun Aug 03 11:05:47 IST 2025","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
