"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","154","This method is used to verify with expired token to create a playlist","Surefire suite","Tue Jan 27 10:07:15 IST 2026","passed","Tue Jan 27 10:07:16 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
"","167","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Tue Jan 27 10:07:15 IST 2026","passed","Tue Jan 27 10:07:15 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","486","This method is used to verify the authenticated user can update a playlist","Surefire suite","Tue Jan 27 10:07:14 IST 2026","passed","Tue Jan 27 10:07:15 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
"","333","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Tue Jan 27 10:07:15 IST 2026","passed","Tue Jan 27 10:07:15 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","3126","This method is used to verify the authenticated user can create a playlist","Surefire suite","Tue Jan 27 10:07:11 IST 2026","passed","Tue Jan 27 10:07:14 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
