"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","192","This method is used to verify the authenticated user can update a playlist","Surefire suite","Sun Mar 08 10:59:43 IST 2026","failed","Sun Mar 08 10:59:44 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
"","2961","This method is used to verify the authenticated user can create a playlist","Surefire suite","Sun Mar 08 10:59:40 IST 2026","broken","Sun Mar 08 10:59:43 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
"","158","This method is used to verify with expired token to create a playlist","Surefire suite","Sun Mar 08 10:59:44 IST 2026","passed","Sun Mar 08 10:59:44 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
"","161","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Sun Mar 08 10:59:44 IST 2026","passed","Sun Mar 08 10:59:44 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","172","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Sun Mar 08 10:59:44 IST 2026","failed","Sun Mar 08 10:59:44 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
