"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","275","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Fri Jul 10 11:01:02 IST 2026","broken","Fri Jul 10 11:01:03 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","464","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Fri Jul 10 11:01:02 IST 2026","failed","Fri Jul 10 11:01:02 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","3144","This method is used to verify the authenticated user can create a playlist","Surefire suite","Fri Jul 10 11:00:59 IST 2026","failed","Fri Jul 10 11:01:02 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
"","217","This method is used to verify the authenticated user can update a playlist","Surefire suite","Fri Jul 10 11:01:02 IST 2026","failed","Fri Jul 10 11:01:02 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
"","414","This method is used to verify with expired token to create a playlist","Surefire suite","Fri Jul 10 11:01:03 IST 2026","passed","Fri Jul 10 11:01:03 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
