"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","386","This method is used to verify the authenticated user can update a playlist","Surefire suite","Mon Jan 05 11:24:42 IST 2026","passed","Mon Jan 05 11:24:42 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
"","159","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Mon Jan 05 11:24:42 IST 2026","passed","Mon Jan 05 11:24:42 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","2436","This method is used to verify the authenticated user can create a playlist","Surefire suite","Mon Jan 05 11:24:39 IST 2026","passed","Mon Jan 05 11:24:42 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
"","252","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Mon Jan 05 11:24:42 IST 2026","passed","Mon Jan 05 11:24:42 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","150","This method is used to verify with expired token to create a playlist","Surefire suite","Mon Jan 05 11:24:42 IST 2026","passed","Mon Jan 05 11:24:43 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
