"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","188","This method is used to verify the authenticated user can get newly created playlist","Surefire suite","Wed Apr 15 10:04:17 IST 2026","failed","Wed Apr 15 10:04:17 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","getPlaylist"
"","195","This method is used to verify the authenticated user can update a playlist","Surefire suite","Wed Apr 15 10:04:16 IST 2026","failed","Wed Apr 15 10:04:17 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","updatePlaylist"
"","2862","This method is used to verify the authenticated user can create a playlist","Surefire suite","Wed Apr 15 10:04:13 IST 2026","failed","Wed Apr 15 10:04:16 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","createPlaylist"
"","209","This method is used to verify the authenticated user cant create a playlist with empty name","Surefire suite","Wed Apr 15 10:04:17 IST 2026","broken","Wed Apr 15 10:04:17 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","noNameToCreatePlaylist"
"","211","This method is used to verify with expired token to create a playlist","Surefire suite","Wed Apr 15 10:04:17 IST 2026","passed","Wed Apr 15 10:04:17 IST 2026","com.spotify.oauth2.tests.PlaylistTests","Surefire test","com.spotify.oauth2.tests.PlaylistTests","expiredTokenToCreatePlaylist"
